nom_produit,lien_produit,Description,img_produit
Red Devil AVAP 50 ml,https://www.aromes-et-liquides.fr/e-liquide-devil/11981-red-devil-avap-50-ml.html,"Un mélange frais de baies rouges, réglisse et absinthe !",https://assets.aromes-et-liquides.fr/35009-thickbox_default/red-devil-avap-50-ml.jpg
The Butterfly 50ml Secret...,https://www.aromes-et-liquides.fr/e-liquide-secret-garden/17122-the-butterfly-50ml-secret-s-lab.html,Un diabolo à la violette dans un mix frais !,https://assets.aromes-et-liquides.fr/51218-thickbox_default/the-butterfly-50ml-secret-s-lab.jpg
Fruit du Dragon Violette...,https://www.aromes-et-liquides.fr/e-liquide-juice-66/15923-fruit-du-dragon-violette-limonade-100ml-dinos.html,Une limonade au pitaya et au sirop de violette !,https://assets.aromes-et-liquides.fr/56064-thickbox_default/fruit-du-dragon-violette-limonade-100ml-dinos.jpg
Red Devil 100ml AVAP,https://www.aromes-et-liquides.fr/e-liquide-devil/13925-red-90-ml-avap.html,"La version 100ml du mix frais baies rouges, réglisse et absinthe !",https://assets.aromes-et-liquides.fr/41156-thickbox_default/red-90-ml-avap.jpg
La Petite Limo Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/10461-e-liquide-la-petite-limo-par-petit-nuage.html,Un verre de limonade au citron en e-liquide prêt à vaper de 10ml,https://assets.aromes-et-liquides.fr/54420-thickbox_default/e-liquide-la-petite-limo-par-petit-nuage.jpg
Fresh Tea 50ml Original Summer,https://www.aromes-et-liquides.fr/e-liquide-original-summer/16834-fresh-tea-50ml.html,Un thé à la pêche frais à verser dans votre e-cigarette !,https://assets.aromes-et-liquides.fr/50185-thickbox_default/fresh-tea-50ml.jpg
Blackcurrant Slush 100ml...,https://www.aromes-et-liquides.fr/e-liquide-kingston/15103-blackcurrant-slush-100ml-chilly-willies.html,Un granité frais au cassis,https://assets.aromes-et-liquides.fr/44878-thickbox_default/blackcurrant-slush-100ml-chilly-willies.jpg
Grenadine Pomme 100ml Dinos...,https://www.aromes-et-liquides.fr/e-liquide-juice-66/15924-grenadine-pomme-100ml-dinos.html,Une boisson aux goûts frais de pomme et de grenadine,https://assets.aromes-et-liquides.fr/56065-thickbox_default/grenadine-pomme-100ml-dinos.jpg
E-liquide Fruizee Cola Pomme 50ml par Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-fruizee/5755-e-liquide-fruizee-cola-pomme-50ml-par-eliquid-france.html,Une boisson fraîche à base de cola et de pommes,https://assets.aromes-et-liquides.fr/15532-thickbox_default/e-liquide-fruizee-cola-pomme-50ml-par-eliquid-france.jpg
E-liquide Frozen Bubu 50ml par Saiyen Vapors,https://www.aromes-et-liquides.fr/e-liquide-saiyen-vapors/11151-e-liquide-frozen-bubu-50ml-par-saiyen-vapors.html,"Energy drink, grenade, bubble-gum et fraîcheur",https://assets.aromes-et-liquides.fr/32241-thickbox_default/e-liquide-frozen-bubu-50ml-par-saiyen-vapors.jpg
Limonada 50ml Original Summer,https://www.aromes-et-liquides.fr/e-liquide-original-summer/16832-limonada-50ml.html,Une limonade fraîche dans 50ml de e-liquide !,https://assets.aromes-et-liquides.fr/50187-thickbox_default/limonada-50ml.jpg
E-liquide Ice Tea Pêche 50ml par Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/10260-e-liquide-ice-tea-peche-50ml-par-millesime.html,Un thé à la pêche dans une recette fraîche !,https://assets.aromes-et-liquides.fr/29781-thickbox_default/e-liquide-ice-tea-peche-50ml-par-millesime.jpg
Dragonade Monsieur Bulle Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-monsieur-bulle/13572-dragonade-monsieur-bulle-liquideo-50-ml.html,Une limonade au fruit du dragon dans 50ml à booster !,https://assets.aromes-et-liquides.fr/39892-thickbox_default/dragonade-monsieur-bulle-liquideo-50-ml.jpg
Gum Bull 100ml Baby Bear,https://www.aromes-et-liquides.fr/e-liquide-baby-bear/17634-gum-bull-100ml.html,Une energy drink et un bubble gum !,https://assets.aromes-et-liquides.fr/52896-thickbox_default/gum-bull-100ml.jpg
Cola Glacé PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/13027-cola-glace.html,Une boisson fraîche au cola en vapoter !,https://assets.aromes-et-liquides.fr/54928-thickbox_default/cola-glace.jpg
Lemonade 100ml Paradise...,https://www.aromes-et-liquides.fr/e-liquide-juice-66/16811-lemonade-100ml-paradise.html,Une saveur de limonade fraîche aux deux citrons,https://assets.aromes-et-liquides.fr/49902-thickbox_default/lemonade-100ml-paradise.jpg
Sironade Violette Petit Nuage 60ml,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/13697-sironade-violette-60ml.html,Un e-liquide au goût de violette,https://assets.aromes-et-liquides.fr/40516-thickbox_default/sironade-violette-60ml.jpg
E-liquide Japura 50ml par e.Tasty,https://www.aromes-et-liquides.fr/e-liquide-etasty/7150-e-liquide-japura-50ml-par-etasty.html,Une limonade fraiche aux cassis et fruits rouges !,https://assets.aromes-et-liquides.fr/19675-thickbox_default/e-liquide-japura-50ml-par-etasty.jpg
Pôle Sud The Fuu 50 ml,https://www.aromes-et-liquides.fr/e-liquide-the-fuu/12989-pole-sud-the-fuu-50-ml.html,Un e-liquide à la saveur fraîche d'une boisson anisée en format 50ml,https://assets.aromes-et-liquides.fr/37965-thickbox_default/pole-sud-the-fuu-50-ml.jpg
Blueberry 100ml Milkshake...,https://www.aromes-et-liquides.fr/e-liquide-marina-vape/16143-blueberry-100ml-milkshake-man.html,Un milkshake onctueux au bon goût de myrtille,https://assets.aromes-et-liquides.fr/47680-thickbox_default/blueberry-100ml-milkshake-man.jpg
Limonade Pêche Aloe Vera...,https://www.aromes-et-liquides.fr/e-liquide-juice-66/15925-limonade-peche-aloe-vera-100ml-dinos.html,Une limonade fraîche aromatisée à la pêche et à l'aloe vera,https://assets.aromes-et-liquides.fr/55824-thickbox_default/limonade-peche-aloe-vera-100ml-dinos.jpg
Limonade Citron Vert Cactus...,https://www.aromes-et-liquides.fr/e-liquide-mexican-cartel/14552-limonade-citron-vert-cactus-50ml.html,Une limonade fraîche au citron vert et au cactus,https://assets.aromes-et-liquides.fr/43269-thickbox_default/limonade-citron-vert-cactus-50ml.jpg
Dragon Fruit 50ml...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/14518-dragon-fruit-50ml-eliquid-france.html,Une limonade et du pitaya dans une recette 100% française,https://assets.aromes-et-liquides.fr/52914-thickbox_default/dragon-fruit-50ml-eliquid-france.jpg
E-liquide Bisous Bisous 50ml par Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/10287-e-liquide-bisous-bisous-50ml-par-millesime.html,"Grenade, pomme, fraise, citron et fraîcheur !",https://assets.aromes-et-liquides.fr/29934-thickbox_default/e-liquide-bisous-bisous-50ml-par-millesime.jpg
Pink Key Salt Secret's Lab,https://www.aromes-et-liquides.fr/e-liquide-secret-s-keys/16630-pink-key-salt.html,Une saveur de limonade fraiche au sel de nicotine,https://assets.aromes-et-liquides.fr/54229-thickbox_default/pink-key-salt.jpg
Cherry Boop Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-evolution/12699-cherry-boop-50-ml.html,Une mono saveur de cerise pour votre e-cigarette !,https://assets.aromes-et-liquides.fr/37156-thickbox_default/cherry-boop-50-ml.jpg
Coco Nanas Monsieur Bulle Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-monsieur-bulle/13913-coco-nanas-monsieur-bulle-liquideo-50-ml.html,"Un mix ananas coco, façon pina colada !",https://assets.aromes-et-liquides.fr/41119-thickbox_default/coco-nanas-monsieur-bulle-liquideo-50-ml.jpg
Pêche Au Citron Monsieur Bulle Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-monsieur-bulle/13914-peche-au-citron-monsieur-bulle-liquideo-50-ml.html,Un jus de pêches et de citron dans 50ml à booster,https://assets.aromes-et-liquides.fr/41120-thickbox_default/peche-au-citron-monsieur-bulle-liquideo-50-ml.jpg
Limonade Pastèque Fraise Monsieur Bulle Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-monsieur-bulle/13574-limonade-pasteque-fraise-monsieur-bulle-liquideo-50-ml.html,De la pastèque et des fraises dans une limonade !,https://assets.aromes-et-liquides.fr/39893-thickbox_default/limonade-pasteque-fraise-monsieur-bulle-liquideo-50-ml.jpg
Limonade Citron Vert...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/18214-limonade-citron-vert-myrtilles-sauvages-200ml.html,Un e-liquide à booster 100% français signé Secret's Lab,https://assets.aromes-et-liquides.fr/55160-thickbox_default/limonade-citron-vert-myrtilles-sauvages-200ml.jpg
Thai 50ml Bubble Tea Tribal...,https://www.aromes-et-liquides.fr/e-liquide-tribal-force/16086-thai-50ml-bubble-tea.html,"Une saveur de thé rouge, lait, miel et anis étoilé en format 50ml !",https://assets.aromes-et-liquides.fr/47461-thickbox_default/thai-50ml-bubble-tea.jpg
Green Key 50ml Secret's Lab,https://www.aromes-et-liquides.fr/e-liquide-secret-s-keys/14534-green-key-50ml-secret-s-lab.html,"Une limonade fraîche dans une création Secret's Keys, à booster",https://assets.aromes-et-liquides.fr/43218-thickbox_default/green-key-50ml-secret-s-lab.jpg
Le Bâfreur 50ml Belgi'Ohm,https://www.aromes-et-liquides.fr/e-liquide-belgi-ohm/14107-le-bafreur-50ml.html,Un café à la crème et aux spéculoos !,https://assets.aromes-et-liquides.fr/41619-thickbox_default/le-bafreur-50ml.jpg
La Petite Limo Petit Nuage 60ml,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/13696-la-petite-limo-60ml.html,Une limonade fraîche au citron vert,https://assets.aromes-et-liquides.fr/40513-thickbox_default/la-petite-limo-60ml.jpg
Pink Key 50ml Secret's Lab,https://www.aromes-et-liquides.fr/e-liquide-secret-s-keys/14535-pink-key-50ml-secret-s-lab.html,"Une limonade fraîche goût citron, fraise et framboise",https://assets.aromes-et-liquides.fr/43219-thickbox_default/pink-key-50ml-secret-s-lab.jpg
Cola Pomme E-Salt Fruizee...,https://www.aromes-et-liquides.fr/e-liquide-fruizee/16467-cola-pomme-e-salt-eliquid-france.html,Un e-liquide au goût frais façon soda au cola et à la pomme en sel de nicotine !,https://assets.aromes-et-liquides.fr/54264-thickbox_default/cola-pomme-e-salt-eliquid-france.jpg
Lemon 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/14519-lemon-50ml-eliquid-france.html,Une citronnade fraîche dans un e-liquide à booster,https://assets.aromes-et-liquides.fr/52915-thickbox_default/lemon-50ml-eliquid-france.jpg
Red Fruit 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/14521-red-fruit-50ml-eliquid-france.html,Une limonade fraîche aux fruits rouges...,https://assets.aromes-et-liquides.fr/52917-thickbox_default/red-fruit-50ml-eliquid-france.jpg
Goalor 200ml Monster,https://www.aromes-et-liquides.fr/e-liquide-monster/17810-goalor-200ml.html,Un cola frais aux fruits rouges,https://assets.aromes-et-liquides.fr/53350-thickbox_default/goalor-200ml.jpg
Goalor 200ml Monster,https://www.aromes-et-liquides.fr/e-liquide-monster/17810-goalor-200ml.html,Un cola frais aux fruits rouges,https://assets.aromes-et-liquides.fr/53350-thickbox_default/goalor-200ml.jpg
Le Petit Cocktail Petit Nuage 60ml ,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/13883-le-petit-cocktail-60ml.html,"Un mix citron vert, menthe verte et glace pilée façon mojito !",https://assets.aromes-et-liquides.fr/41032-thickbox_default/le-petit-cocktail-60ml.jpg
Holy Pep's 50ml Maison Fuel,https://www.aromes-et-liquides.fr/e-liquide-pep-s/17082-holy-pep-s-50ml-maison-fuel.html,Un cola combiné à une boisson énergisante,https://assets.aromes-et-liquides.fr/51065-thickbox_default/holy-pep-s-50ml-maison-fuel.jpg
Twenties 20's 50ml Oldies...,https://www.aromes-et-liquides.fr/e-liquide-curieux/16527-twenties-20-s-50ml-oldies.html,Dégustez un délicieux jus d'ananas frais et délicatement sucré,https://assets.aromes-et-liquides.fr/49145-thickbox_default/twenties-20-s-50ml-oldies.jpg
Fifties 50's 50ml Oldies...,https://www.aromes-et-liquides.fr/e-liquide-curieux/16525-fifties-50-s-50ml-oldies.html,Fruit du dragon et litchi dans un mix frais !,https://assets.aromes-et-liquides.fr/49143-thickbox_default/fifties-50-s-50ml-oldies.jpg
Limonade Fruits Rouges...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/18215-limonade-fruits-rouges-200ml.html,Une limonade fraîche aux fruits rouges dans un e-liquide à booster,https://assets.aromes-et-liquides.fr/55161-thickbox_default/limonade-fruits-rouges-200ml.jpg
Mojito Limonade Monsieur Bulle Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-monsieur-bulle/13575-mojito-limonade-monsieur-bulle-liquideo-50-ml.html,Des feuilles de menthe dans une limonade fraîche au citron,https://assets.aromes-et-liquides.fr/39894-thickbox_default/mojito-limonade-monsieur-bulle-liquideo-50-ml.jpg
Granité de Goji Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/15069-granite-de-goji.html,Un liquide 10ml façon boisson fraîche et fruitée avec ou sans nicotine,https://assets.aromes-et-liquides.fr/54430-thickbox_default/granite-de-goji.jpg
Ice Tea Pêche PULP Kitchen,https://www.aromes-et-liquides.fr/e-liquide-pulp/16113-ice-tea-peche.html,"Un thé à la pêche, frais et fruité !",https://assets.aromes-et-liquides.fr/54935-thickbox_default/ice-tea-peche.jpg
Yellow Fusion O'Juicy 100ml,https://www.aromes-et-liquides.fr/e-liquide-o-juicy/12671-yellow-fusion-o-juicy-100ml.html,Un thé à la pêche et au citron dans un format 100ml !,https://assets.aromes-et-liquides.fr/37065-thickbox_default/yellow-fusion-o-juicy-100ml.jpg
Strawberry 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/14522-strawberry-50ml-eliquid-france.html,Un diabolo fraise dans une recette fraîche à booster,https://assets.aromes-et-liquides.fr/52918-thickbox_default/strawberry-50ml-eliquid-france.jpg
Pina Colada 50ml Punk Funk...,https://www.aromes-et-liquides.fr/e-liquide-punk-funk-hero/14967-pina-colada-50ml-punk-funk-hero.html,"E liquide goût ananas, coco et rhum version Joey Starr !",https://assets.aromes-et-liquides.fr/44518-thickbox_default/pina-colada-50ml-punk-funk-hero.jpg
Wiki Pep's 50ml Maison Fuel,https://www.aromes-et-liquides.fr/e-liquide-pep-s/17080-wiki-pep-s-50ml-maison-fuel.html,"Une recette fraîche mêlant cola, pitaya et kiwi !",https://assets.aromes-et-liquides.fr/51063-thickbox_default/wiki-pep-s-50ml-maison-fuel.jpg
Diabolo Grenadine 50ml Full...,https://www.aromes-et-liquides.fr/e-liquide-full-moon/14986-diabolo-grenadine-50ml.html,50ml de e-liquide frais saveur limonade et grenadine !,https://assets.aromes-et-liquides.fr/44526-thickbox_default/diabolo-grenadine-50ml.jpg
Caribbean Coconuts Dark Rum...,https://www.aromes-et-liquides.fr/e-liquide-go-malley/13950-caribbean-coconuts-dark-rum-50-ml.html,Rhum et noix de coco dans une recette à booster,https://assets.aromes-et-liquides.fr/41197-thickbox_default/caribbean-coconuts-dark-rum-50-ml.jpg
Lemon Splash Mojito 50ml...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16863-lemon-splash-mojito-50ml.html,Une recette fraîche d'une limonade au citron et à la menthe,https://assets.aromes-et-liquides.fr/49971-thickbox_default/lemon-splash-mojito-50ml.jpg
Butter Macchiato 50ml The...,https://www.aromes-et-liquides.fr/e-liquide-the-french-bakery/14619-butter-macchiato-50ml.html,"Un mix de saveurs entre café, mousse de lait et caramel en 50ml !",https://assets.aromes-et-liquides.fr/43488-thickbox_default/butter-macchiato-50ml.jpg
Virgin Mojito Pulp,https://www.aromes-et-liquides.fr/e-liquide-pulp/17849-virgin-mojito.html,Un virgin mojito dans un format pratique prêt-à-vaper !,https://assets.aromes-et-liquides.fr/54939-thickbox_default/virgin-mojito.jpg
Limonade Fruits Rouges...,https://www.aromes-et-liquides.fr/e-liquide-mexican-cartel/15503-limonade-fruits-rouges-bleuets-50ml.html,Une limonade fraîche aux fruits rouges et aux bleuets !,https://assets.aromes-et-liquides.fr/45671-thickbox_default/limonade-fruits-rouges-bleuets-50ml.jpg
Caribbean Coconut Bananas...,https://www.aromes-et-liquides.fr/e-liquide-go-malley/13948-caribbean-coconut-bananas-dark-rum-50-ml.html,"Un e liquide saveurs rhum ambré, banane et coco",https://assets.aromes-et-liquides.fr/41203-thickbox_default/caribbean-coconut-bananas-dark-rum-50-ml.jpg
L'Eau Tropicale 60ml Petit...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/16097-l-eau-tropicale-60ml.html,Une boisson fraîche d'oranges et de fruits exotiques,https://assets.aromes-et-liquides.fr/47518-thickbox_default/l-eau-tropicale-60ml.jpg
Lemon Splash 50ml Tribal Force,https://www.aromes-et-liquides.fr/e-liquide-tribal-force/16040-lemon-splash-50ml.html,Une saveur de limonade citronnée dans un format 50ml !,https://assets.aromes-et-liquides.fr/47422-thickbox_default/lemon-splash-50ml.jpg
Numbers 4 100ml e.Tasty,https://www.aromes-et-liquides.fr/e-liquide-numbers/16397-numbers-4-100ml.html,"Une limonade au citron vert, fleur de cerisier et menthe",https://assets.aromes-et-liquides.fr/48730-thickbox_default/numbers-4-100ml.jpg
Orange 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/14520-orange-50ml-eliquid-france.html,Une orangeade fraîche pour votre clearomiseur,https://assets.aromes-et-liquides.fr/52916-thickbox_default/orange-50ml-eliquid-france.jpg
Pomme Kiwi 60ml Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/16098-pomme-kiwi-60ml.html,Deux fruits verts dans un e-liquide à booster signé Roykin,https://assets.aromes-et-liquides.fr/47520-thickbox_default/pomme-kiwi-60ml.jpg
Thé Marocain 50ml Millésime,https://www.aromes-et-liquides.fr/e-liquide-millesime/17483-the-marocain-50ml.html,Toutes les saveurs d'un thé à la menthe dans votre clearomiseur !,https://assets.aromes-et-liquides.fr/52378-thickbox_default/the-marocain-50ml.jpg
Passion Fruit 50ml...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/16669-passion-fruit-50ml-eliquid-france.html,Une limonade fraîche au goût de fruit de la passion,https://assets.aromes-et-liquides.fr/49434-thickbox_default/passion-fruit-50ml-eliquid-france.jpg
Edja 50ml Mawix,https://www.aromes-et-liquides.fr/e-liquide-mawix/14185-edja-50-ml.html,"Un cola citron frais, à vapoter !",https://assets.aromes-et-liquides.fr/41912-thickbox_default/edja-50-ml.jpg
Mojito Menthe Citron 50ml...,https://www.aromes-et-liquides.fr/e-liquide-punk-funk-hero/14965-mojito-menthe-citron-50ml-punk-funk-hero.html,La recette du mojito revisitée par le rappeur français,https://assets.aromes-et-liquides.fr/44516-thickbox_default/mojito-menthe-citron-50ml-punk-funk-hero.jpg
Limonata 50ml Freezy Crush...,https://www.aromes-et-liquides.fr/e-liquide-etasty/14362-limonata-50ml-freezy-crush.html,Une limonade au cactus et citron jaune en e-liquide 50ml,https://assets.aromes-et-liquides.fr/42564-thickbox_default/limonata-50ml-freezy-crush.jpg
Wepp's Agrum 50ml Eliquid...,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/17759-wepp-s-agrum-50ml.html,Une boisson aux agrumes dans votre clearo !,https://assets.aromes-et-liquides.fr/53232-thickbox_default/wepp-s-agrum-50ml.jpg
Blueberry 50ml Lemon'Time...,https://www.aromes-et-liquides.fr/e-liquide-lemon-time/16671-blueberry-50ml-eliquid-france.html,Des myrtilles dans une limonade fraîche !,https://assets.aromes-et-liquides.fr/49436-thickbox_default/blueberry-50ml-eliquid-france.jpg
Lemon Splash Sex On The...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16861-lemon-splash-sex-on-the-beach-50ml.html,"Limonade, orange, cranberry et pêche !",https://assets.aromes-et-liquides.fr/49969-thickbox_default/lemon-splash-sex-on-the-beach-50ml.jpg
Litchi Raisin 50ml Leemo Le...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/15329-litchi-raisin-50ml-leemo.html,Un liquide aux saveurs de litchi et de raisin sur fond de limonade,https://assets.aromes-et-liquides.fr/54048-thickbox_default/litchi-raisin-50ml-leemo.jpg
Fat Bull 50ml Fcukin' Flava,https://www.aromes-et-liquides.fr/e-liquide-fcukin-flava/16523-fat-bull-50ml.html,Un e-liquide au goût de boisson énergisante !,https://assets.aromes-et-liquides.fr/49118-thickbox_default/fat-bull-50ml.jpg
La Petite Limo 30ml Greeneo...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/17058-la-petite-limo.html,Un mix frais de citrons jaunes et verts au CBD,https://assets.aromes-et-liquides.fr/50874-thickbox_default/la-petite-limo.jpg
Banane Kiwi 50ml Leemo Le...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/15327-banane-kiwi-50ml-leemo.html,Une recette fruitée et fraîche façon limonade à la banane et au kiwi,https://assets.aromes-et-liquides.fr/54050-thickbox_default/banane-kiwi-50ml-leemo.jpg
Lemon Splash Pitaya Lagoon...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16858-lemon-splash-pitaya-lagoon-50ml.html,Une limonade au goût de pitaya et framboise bleue,https://assets.aromes-et-liquides.fr/49968-thickbox_default/lemon-splash-pitaya-lagoon-50ml.jpg
Lemon Splash Strawberry...,https://www.aromes-et-liquides.fr/e-liquide-lemon-splash-cocktail-edition/16859-lemon-splash-strawberry-50ml.html,Tribal Force vous propose un diabolo fraise à vaper !,https://assets.aromes-et-liquides.fr/49966-thickbox_default/lemon-splash-strawberry-50ml.jpg
Piña Colada 50ml La Pirate...,https://www.aromes-et-liquides.fr/e-liquide-go-malley/17040-pina-colada-50ml-la-pirate-a-vapeur.html,"Une recette à base de rhum, d'ananas et de jus de coco.",https://assets.aromes-et-liquides.fr/50639-thickbox_default/pina-colada-50ml-la-pirate-a-vapeur.jpg
