nom_produit,lien_produit,Description,img_produit
Ananas Coco PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/602-e-liquide-ananas-coco-pulp-20ml.html,Un combo d’ananas et de coco à vapoter !,https://assets.aromes-et-liquides.fr/54908-thickbox_default/e-liquide-ananas-coco-pulp-20ml.jpg
Kami 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/16218-kami-50ml.html,Des saveurs de fraise et de pitaya avec un goût frais en e-liquide 50ml,https://assets.aromes-et-liquides.fr/47771-thickbox_default/kami-50ml.jpg
Chubby Berries PULP Kitchen,https://www.aromes-et-liquides.fr/e-liquide-pulp/4766-e-liquide-chubby-berries-10ml-par-pulp-.html,Des fruits rouges dans un e-liquide 100% français,https://assets.aromes-et-liquides.fr/54664-thickbox_default/e-liquide-chubby-berries-10ml-par-pulp-.jpg
Dragon Oil Dark Story...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/1415-e-liquide-dragon-oil-alfaliquid-10ml.html,"Une saveur fruitée de fraise, citron vert, anis et eucalyptus",https://assets.aromes-et-liquides.fr/55051-thickbox_default/e-liquide-dragon-oil-alfaliquid-10ml.jpg
Citron Cassis Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/3888-e-liquide-fruizee-citron-cassis-par-eliquid-france.html,Un mélange de saveurs citron et de cassis avec un goût de frais !,https://assets.aromes-et-liquides.fr/54551-thickbox_default/e-liquide-fruizee-citron-cassis-par-eliquid-france.jpg
Cassis Cerise 200ml Biggy Bear,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/16646-cassis-cerise-200ml.html,Une saveur de cerise accompagnée de notes de cassis,https://assets.aromes-et-liquides.fr/49419-thickbox_default/cassis-cerise-200ml.jpg
Bisou V2 Swoke,https://www.aromes-et-liquides.fr/e-liquide-swoke/1722-e-liquide-bisou-v2-par-swoke.html,"Un combo de fruits rouges, menthe et bubble gum !",https://assets.aromes-et-liquides.fr/54464-thickbox_default/e-liquide-bisou-v2-par-swoke.jpg
Melon Fruit du Dragon 200ml...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/16208-melon-fruit-du-dragon-200ml.html,Un bonbon saveur melon et pitaya,https://assets.aromes-et-liquides.fr/50474-thickbox_default/melon-fruit-du-dragon-200ml.jpg
Forest Fruits 100ml Fruits...,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14690-forest-fruits-100ml-fruits.html,"Fraises, framboises et myrtilles !",https://assets.aromes-et-liquides.fr/43722-thickbox_default/forest-fruits-100ml-fruits.jpg
Red Devil AVAP,https://www.aromes-et-liquides.fr/e-liquide-devil/7195-e-liquide-red-devil-par-avap.html,"Un mélange frais de fruits rouges, de réglisse et d'absinthe !",https://assets.aromes-et-liquides.fr/54356-thickbox_default/e-liquide-red-devil-par-avap.jpg
Ananas Maui PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/10455-e-liquide-ananas-maui-par-pulp.html,Une mono-saveur fruitée au goût d'ananas !,https://assets.aromes-et-liquides.fr/54927-thickbox_default/e-liquide-ananas-maui-par-pulp.jpg
Bloody Summer Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/4857-e-liquide-fruizee-bloody-summer-par-eliquid-france.html,"Un mix frais saveur de fruits rouges, de raisins blancs et de cassis",https://assets.aromes-et-liquides.fr/54550-thickbox_default/e-liquide-fruizee-bloody-summer-par-eliquid-france.jpg
Pastèque Mix Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/3295-e-liquide-cirkus-pasteque-mix-par-vdlv.html,"Un e-liquide fruité au goût de pastèque, prêt-à-vaper !",https://assets.aromes-et-liquides.fr/54972-thickbox_default/e-liquide-cirkus-pasteque-mix-par-vdlv.jpg
High Score 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/13256-high-score-200ml.html,"Fraise, ananas et raisin, fraîcheur",https://assets.aromes-et-liquides.fr/45720-thickbox_default/high-score-200ml.jpg
Phoenix 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13002-ultimate-phoenix-al-50-ml.html,Un mix frais aux saveurs d'ananas et de citron en 50ml,https://assets.aromes-et-liquides.fr/47776-thickbox_default/ultimate-phoenix-al-50-ml.jpg
Zingberry Heisenberry 100ml...,https://www.aromes-et-liquides.fr/e-liquide-kingston/15111-zingberry-heisenberry-100ml.html,"Fruits des bois, menthe, anis et fraîcheur dans un e-liquide à booster",https://assets.aromes-et-liquides.fr/56029-thickbox_default/zingberry-heisenberry-100ml.jpg
Shinigami 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13225-shinigami-al-50ml.html,Un goût bonbon à la pomme verte avec une saveur fraîche en 50ml,https://assets.aromes-et-liquides.fr/47772-thickbox_default/shinigami-al-50ml.jpg
Licorne Sel De Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-curieux/14532-licorne-sel-de-nicotine.html,"Le mix fraise, pitaya frais de Curieux, en sel de nicotine !",https://assets.aromes-et-liquides.fr/54098-thickbox_default/licorne-sel-de-nicotine.jpg
Païpaï Saiyen Vapors,https://www.aromes-et-liquides.fr/e-liquide-saiyen-vapors/3879-e-liquide-paipai-par-sayen-vapors.html,"Un mix frais de baies rouges, de fruits exotiques et de menthol",https://assets.aromes-et-liquides.fr/54466-thickbox_default/e-liquide-paipai-par-sayen-vapors.jpg
Pixel Swoke,https://www.aromes-et-liquides.fr/e-liquide-swoke/3460-e-liquide-pixel-par-swoke.html,"Un e-liquide fruité : kiwi, goyave, fruit du dragon et fraise !",https://assets.aromes-et-liquides.fr/54467-thickbox_default/e-liquide-pixel-par-swoke.jpg
Fire Moon Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/10152-e-liquide-fire-moon-fruizee-par-eliquid-france.html,Une saveur de fraise et de framboise avec un goût frais !,https://assets.aromes-et-liquides.fr/54949-thickbox_default/e-liquide-fire-moon-fruizee-par-eliquid-france.jpg
Granité de Melon PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/3281-e-liquide-granite-de-melon-pulp-10ml.html,Un granité de melon à vapoter !,https://assets.aromes-et-liquides.fr/54915-thickbox_default/e-liquide-granite-de-melon-pulp-10ml.jpg
Ultimate Ragnarok Zero A&L 50ml,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13881-ragnarok-zero-al-50ml.html,Le Ultimate Ragnarok 50ml sans la saveur fraiche,https://assets.aromes-et-liquides.fr/41043-thickbox_default/ragnarok-zero-al-50ml.jpg
Rod Frukt,https://www.aromes-et-liquides.fr/e-liquide-frukt/5461-e-liquide-frukt-rod-par-savourea-.html,"Fraise, kiwi, pastèque dans un e-liquide prêt à vaper",https://assets.aromes-et-liquides.fr/54567-thickbox_default/e-liquide-frukt-rod-par-savourea-.jpg
Queen Peach 50ml Les...,https://www.aromes-et-liquides.fr/e-liquide-al-creations/15160-queen-peach-50ml.html,"E-liquide sur base de pêches, avec framboises et kiwis",https://assets.aromes-et-liquides.fr/45025-thickbox_default/queen-peach-50ml.jpg
Guanabana Solana,https://www.aromes-et-liquides.fr/e-liquide-solana/3664-e-liquide-guanabana-par-solana.html,Un e liquide au goût fruité et frais de corossol,https://assets.aromes-et-liquides.fr/54574-thickbox_default/e-liquide-guanabana-par-solana.jpg
Manga Swoke,https://www.aromes-et-liquides.fr/e-liquide-swoke/4574-e-liquide-manga-par-swoke.html,"Mangue, litchi, et bonbon fraise pour un mix fruité !",https://assets.aromes-et-liquides.fr/54465-thickbox_default/e-liquide-manga-par-swoke.jpg
Fraise Mûre Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/3808-e-liquide-fraise-mure-alphaliquid-10-ml.html,Un mélange de saveurs fruitées avec des fraises et des mûres !,https://assets.aromes-et-liquides.fr/55035-thickbox_default/e-liquide-fraise-mure-alphaliquid-10-ml.jpg
Crazy Mango Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/4856-e-liquide-fruizee-crazy-mango-par-eliquide-france.html,Une saveur de mangue avec un goût frais dans un prêt à vaper !,https://assets.aromes-et-liquides.fr/54948-thickbox_default/e-liquide-fruizee-crazy-mango-par-eliquide-france.jpg
Strawberry Pomegranate...,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14935-strawberry-pomegranate-100ml-fruits.html,Fraise et grenade en duo dans un e-liquide à booster !,https://assets.aromes-et-liquides.fr/44422-thickbox_default/strawberry-pomegranate-100ml-fruits.jpg
Cassis Frais Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/4806-e-liquide-cirkus-cassis-frais-par-vdlv.html,"Un e-liquide au goût de cassis, avec une note de menthe",https://assets.aromes-et-liquides.fr/55001-thickbox_default/e-liquide-cirkus-cassis-frais-par-vdlv.jpg
Level Up 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/15385-level-up-200ml.html,"Un e-liquide fraise, melon et mangoustan frais",https://assets.aromes-et-liquides.fr/45525-thickbox_default/level-up-200ml.jpg
Sweety Monkey 50ml Les...,https://www.aromes-et-liquides.fr/e-liquide-al-creations/15163-sweety-monkey-50ml.html,"Le duo fraise banane d'A&L, maintenant en e liquide 50ml",https://assets.aromes-et-liquides.fr/45028-thickbox_default/sweety-monkey-50ml.jpg
Ultimate Spartacus A&L 50ml,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13705-spartacus-al-50ml.html,Le e-liquide à booster goût frais à la nectarine et au citron,https://assets.aromes-et-liquides.fr/40501-thickbox_default/spartacus-al-50ml.jpg
Tropical Fusion 100ml...,https://www.aromes-et-liquides.fr/e-liquide-jungle-fever/15032-tropical-fusion-100ml.html,"Banane, ananas et mangue pour un trio de fruits à booster !",https://assets.aromes-et-liquides.fr/44824-thickbox_default/tropical-fusion-100ml.jpg
E-liquide Fruizee Bloody Summer 50ml par Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-fruizee/5761-e-liquide-fruizee-bloody-summer-50ml-par-eliquid-france.html,"Un e-liquide frais à base de raisin, cassis et fruits rouges",https://assets.aromes-et-liquides.fr/15514-thickbox_default/e-liquide-fruizee-bloody-summer-50ml-par-eliquid-france.jpg
Cherry Frost Frost &...,https://www.aromes-et-liquides.fr/e-liquide-pulp/4838-e-liquide-cherry-frost-par-pulp.html,Un mix de cerises et baies noires fraîches dans un prêt à vaper,https://assets.aromes-et-liquides.fr/54918-thickbox_default/e-liquide-cherry-frost-par-pulp.jpg
Fruits Rouges Givré 200ml...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/17324-fruits-rouges-givre-200ml.html,Des baies rouges fraîches dans 200ml de e-liquide,https://assets.aromes-et-liquides.fr/51961-thickbox_default/fruits-rouges-givre-200ml.jpg
Cerise VDLV,https://www.aromes-et-liquides.fr/e-liquide-vdlv/3744-e-liquide-cerise-par-vdlv.html,Une mono-saveur de cerise dans une recette signée VDLV,https://assets.aromes-et-liquides.fr/54973-thickbox_default/e-liquide-cerise-par-vdlv.jpg
Cassis Exquis PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/5803-e-liquide-cassis-exquis-10ml-pulp.html,Un goût fruité de cassis dans un e-liquide 10ml prêt à vaper !,https://assets.aromes-et-liquides.fr/54924-thickbox_default/e-liquide-cassis-exquis-10ml-pulp.jpg
Perfect 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/15386-perfect-200ml.html,Un duo de melon et de framboise bleue dans une recette fraîche,https://assets.aromes-et-liquides.fr/51958-thickbox_default/perfect-200ml.jpg
Mars 200ml Space Fruit,https://www.aromes-et-liquides.fr/e-liquide-space-fruit/16352-mars-200ml.html,Un mix de baies sauvages et grenadine dans un format à booster,https://assets.aromes-et-liquides.fr/48625-thickbox_default/mars-200ml.jpg
Cassis Mangue Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/3886-e-liquide-fruizee-cassis-mangue-par-eliquid-france.html,Une saveur de cassis et de mangue avec un goût de frais en 10ml !,https://assets.aromes-et-liquides.fr/54946-thickbox_default/e-liquide-fruizee-cassis-mangue-par-eliquid-france.jpg
Dragon Saiyen Vapors,https://www.aromes-et-liquides.fr/e-liquide-saiyen-vapors/3880-e-liquide-dragon-par-saiyen-vapors.html,"Un mix ananas, mangue, orange, en format prêt-à-vaper !",https://assets.aromes-et-liquides.fr/54469-thickbox_default/e-liquide-dragon-par-saiyen-vapors.jpg
Licorne Végétol Curieux 50 ml,https://www.aromes-et-liquides.fr/e-liquide-curieux/12887-licorne-vegetol.html,Un mix frais de pitaya et de fraise dans sa version au végétol,https://assets.aromes-et-liquides.fr/37735-thickbox_default/licorne-vegetol.jpg
Hannibal 100ml Versus Juices,https://www.aromes-et-liquides.fr/e-liquide-versus-juices/16318-hannibal-100ml-versus-juice.html,Une saveur de fruits rouges avec un goût frais en e-liquide 100ml !,https://assets.aromes-et-liquides.fr/48527-thickbox_default/hannibal-100ml-versus-juice.jpg
Blackcurrant Chew 100ml...,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14067-blackcurrant-chew-100ml-fruits.html,Des bonbons au cassis dans 100ml de e-liquide !,https://assets.aromes-et-liquides.fr/41532-thickbox_default/blackcurrant-chew-100ml-fruits.jpg
Secret Mango 50ml A&L...,https://www.aromes-et-liquides.fr/e-liquide-al-hidden-potion/14345-secret-mango-50ml.html,Un mix frais de fruits tropicaux dans 50ml de e-liquide !,https://assets.aromes-et-liquides.fr/42536-thickbox_default/secret-mango-50ml.jpg
Fruits Rouges Des Alpes PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/14226-fruits-rouges-des-alpes.html,"Cassis, mûres, ou encore fraises des bois dans un liquide déjà nicotiné",https://assets.aromes-et-liquides.fr/54932-thickbox_default/fruits-rouges-des-alpes.jpg
Fraise Kiwi Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/3293-e-liquide-cirkus-fraise-kiwi-par-vdlv.html,Un duo fraise/kiwi dans un e-liquide signé VDLV !,https://assets.aromes-et-liquides.fr/54971-thickbox_default/e-liquide-cirkus-fraise-kiwi-par-vdlv.jpg
Bloody Summer E-Salt...,https://www.aromes-et-liquides.fr/e-liquide-fruizee/9483-e-liquide-bloody-summer-salt-par-eliquid-france.html,"Le plus célèbre e-liquide fruits rouges, raisin et goût frais en version sel de nicotine",https://assets.aromes-et-liquides.fr/54274-thickbox_default/e-liquide-bloody-summer-salt-par-eliquid-france.jpg
Mangue Framboise Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/4807-e-liquide-cirkus-mangue-framboise-par-vdlv.html,Un duo fruité au goût de framboise et de mangue,https://assets.aromes-et-liquides.fr/54982-thickbox_default/e-liquide-cirkus-mangue-framboise-par-vdlv.jpg
Ragnarok Primal 50ml...,https://www.aromes-et-liquides.fr/e-liquide-ultimate/16916-ragnarok-primal-50ml.html,Un mélange frais au goût de fruits rouges et de mangue par A&L,https://assets.aromes-et-liquides.fr/50238-thickbox_default/ragnarok-primal-50ml.jpg
Kro-mignon 50ml Les...,https://www.aromes-et-liquides.fr/e-liquide-al-creations/15159-kro-mignon-50ml.html,"Un goût de framboise en e-liquide prêt à vaper, prêt à booster",https://assets.aromes-et-liquides.fr/45024-thickbox_default/kro-mignon-50ml.jpg
E-liquide Clone 50ml par Swoke,https://www.aromes-et-liquides.fr/e-liquide-swoke/6973-e-liquide-clone-50ml-par-swoke.html,Une saveur de fruits rouges et et de cactus en à booster 50ml !,https://assets.aromes-et-liquides.fr/18817-thickbox_default/e-liquide-clone-50ml-par-swoke.jpg
Wildberries 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/15102-wildberries-100ml.html,"Une sélection de fruits des bois, en e liquide 100ml à booster",https://assets.aromes-et-liquides.fr/44847-thickbox_default/wildberries-100ml.jpg
Strawberry 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/15101-strawberry-100ml.html,Un jus de fraises en e-liquide XXL de 120ml,https://assets.aromes-et-liquides.fr/44846-thickbox_default/strawberry-100ml.jpg
Grape 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/14247-grape-100ml-fizzy-juice.html,Raisin et menthol dans un liquide 100ml !,https://assets.aromes-et-liquides.fr/42158-thickbox_default/grape-100ml-fizzy-juice.jpg
Kenshi 100ml Chibi A&L,https://www.aromes-et-liquides.fr/e-liquide-al-chibi/17627-kenshi-100ml.html,Une recette fraîche de fruits rouges et de raisins noirs !,https://assets.aromes-et-liquides.fr/52839-thickbox_default/kenshi-100ml.jpg
