nom_produit,lien_produit,Description,img_produit
Classic RY4 Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/3290-e-liquide-cirkus-classic-ry4-par-vdlv.html,Un classic et un goût de caramel,https://assets.aromes-et-liquides.fr/55003-thickbox_default/e-liquide-cirkus-classic-ry4-par-vdlv.jpg
La Noisette 200ml Jin & Juice,https://www.aromes-et-liquides.fr/e-liquide-jin-juice/15122-la-noisette-200ml.html,"Noisette, glace vanille, caramel et notes de classic en e-liquide 200ml",https://assets.aromes-et-liquides.fr/44875-thickbox_default/la-noisette-200ml.jpg
Classic Tennessee Blend PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/604-e-liquide-tabac-tennessee-blend-pulp-20ml.html,Un classic blond américain dans une recette signée PULP,https://assets.aromes-et-liquides.fr/54910-thickbox_default/e-liquide-tabac-tennessee-blend-pulp-20ml.jpg
Ryan USA 50ml A&L,https://www.aromes-et-liquides.fr/e-liquide-al-ryan/14414-ryan-usa-50ml.html,Le Classic Vanille Caramel d'A&L en version e-liquide 50ml !,https://assets.aromes-et-liquides.fr/42622-thickbox_default/ryan-usa-50ml.jpg
Tribeca Halo,https://www.aromes-et-liquides.fr/e-liquide-halo/5199-e-liquide-tribeca-10ml-par-halo.html,"Un classic, inspiré du RY4, prêt à vaper !",https://assets.aromes-et-liquides.fr/54559-thickbox_default/e-liquide-tribeca-10ml-par-halo.jpg
Globe Trotteur Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/10488-e-liquide-globe-trotteur-par-petit-nuage.html,Un classic blond en format 10ml prêt-à-vaper,https://assets.aromes-et-liquides.fr/54434-thickbox_default/e-liquide-globe-trotteur-par-petit-nuage.jpg
Famous Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/2956-e-liquide-famous-par-eliquid-france.html,Une recette façon classic blond au goût de cookie vanillé et de fruits à coques,https://assets.aromes-et-liquides.fr/54549-thickbox_default/e-liquide-famous-par-eliquid-france.jpg
Classic Malawia Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/1438-e-liquide-tabac-malawia-alfaliquid-10ml.html,Toutes les saveurs d'un classic brun dans un prêt à vaper !,https://assets.aromes-et-liquides.fr/55027-thickbox_default/e-liquide-tabac-malawia-alfaliquid-10ml.jpg
Vanilla Carabacco 100ml...,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14075-vanilla-carabacco-100ml-tobacco.html,"Un liquide à base de classic, vanille et caramel, en 100ml",https://assets.aromes-et-liquides.fr/41535-thickbox_default/vanilla-carabacco-100ml-tobacco.jpg
Classic FR-K Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/8315-e-liquide-classic-fr-k-par-alfaliquid.html,Une saveur de classic blond avec des fruits à coques,https://assets.aromes-et-liquides.fr/55039-thickbox_default/e-liquide-classic-fr-k-par-alfaliquid.jpg
Classic Wanted Reserve VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/3184-e-liquide-reserve-classic-wanted.html,"Un classic blond avec des notes de rhum, vanille et banane",https://assets.aromes-et-liquides.fr/54966-thickbox_default/e-liquide-reserve-classic-wanted.jpg
Classic au Miel Noir PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/3282-e-liquide-classic-au-miel-noir-pulp-10ml.html,Un e-liquide classic au miel du Yémen et fruits à coques,https://assets.aromes-et-liquides.fr/54916-thickbox_default/e-liquide-classic-au-miel-noir-pulp-10ml.jpg
Mozambique PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/5791-e-liquide-mozambique-10ml-par-pulp.html,Un classic blond dans un format prêt à l'emploi,https://assets.aromes-et-liquides.fr/54920-thickbox_default/e-liquide-mozambique-10ml-par-pulp.jpg
Classic FR-W Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/8312-e-liquide-classic-fr-w-par-alfaliquid.html,Une saveur classic blond avec quelques carrés de sucre !,https://assets.aromes-et-liquides.fr/55038-thickbox_default/e-liquide-classic-fr-w-par-alfaliquid.jpg
Le Gaillard D'LICE,https://www.aromes-et-liquides.fr/e-liquide-d-lice/5322-e-liquide-le-gaillard-10ml-par-d-lice.html,Un e-liquide prêt à vaper à la saveur de classic brun !,https://assets.aromes-et-liquides.fr/54546-thickbox_default/e-liquide-le-gaillard-10ml-par-d-lice.jpg
FR-Mint Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/3322-e-liquide-fr-mint-alfaliquid-10ml.html,Une saveur de classic blond accompagné par de la menthe verte,https://assets.aromes-et-liquides.fr/55034-thickbox_default/e-liquide-fr-mint-alfaliquid-10ml.jpg
Classic US Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/3285-e-liquide-cirkus-classic-us-par-vdlv.html,Un classic accompagné de sucre roux,https://assets.aromes-et-liquides.fr/55004-thickbox_default/e-liquide-cirkus-classic-us-par-vdlv.jpg
Classic Blond Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/12918-classic-blond.html,Un classic blond à base de nicotine vapologique,https://assets.aromes-et-liquides.fr/54996-thickbox_default/classic-blond.jpg
Supreme E-Salt Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/9492-e-liquide-supreme-salt-par-eliquid-france.html,"Le classic saveur coco et cookies d'Eliquid France, avec du sel de nicotine",https://assets.aromes-et-liquides.fr/54282-thickbox_default/e-liquide-supreme-salt-par-eliquid-france.jpg
Alabama PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/5797-e-liquide-alabama-10ml-par-pulp.html,"Une base de classic blond, des noix de pécan et des fruits à coque",https://assets.aromes-et-liquides.fr/54922-thickbox_default/e-liquide-alabama-10ml-par-pulp.jpg
Classic Wanted Sweet VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/3185-e-liquide-sweet-classic-wanted-par-vdlv.html,"Classic blond, caramel, et céréales dans un e-liquide prêt-à-vaper",https://assets.aromes-et-liquides.fr/54967-thickbox_default/e-liquide-sweet-classic-wanted-par-vdlv.jpg
E-liquide Relax 50ml par Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/5743-e-liquide-relax-50ml-par-eliquid-france.html,"Mélange de classic, de cookie, de vanille et de café.",https://assets.aromes-et-liquides.fr/15493-thickbox_default/e-liquide-relax-50ml-par-eliquid-france.jpg
Classic RY4 E-Salt Eliquid...,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/9489-e-liquide-ry4-salt-par-eliquid-france.html,Un e-liquide façon classic RY4 prêt à l'emploi et en sel de nicotine,https://assets.aromes-et-liquides.fr/54283-thickbox_default/e-liquide-ry4-salt-par-eliquid-france.jpg
Classic Wanted Gourmet VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/3183-e-liquide-gourmet-classic-wanted.html,Une vanille bourbon et un biscuit dans un classic blond,https://assets.aromes-et-liquides.fr/54965-thickbox_default/e-liquide-gourmet-classic-wanted.jpg
Classic À Rouler USA...,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/13459-classic-a-rouler.html,Des saveurs classics dans une recette prête à vaper !,https://assets.aromes-et-liquides.fr/54941-thickbox_default/classic-a-rouler.jpg
Relax E-Salt Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/9495-e-liquide-relax-salt-par-eliquid-france.html,"Un mix aux saveurs de cookies, de café, de vanille mais surtout de classic",https://assets.aromes-et-liquides.fr/54281-thickbox_default/e-liquide-relax-salt-par-eliquid-france.jpg
Tribeca Salts Halo,https://www.aromes-et-liquides.fr/e-liquide-halo/8801-e-liquide-tribeca-salts-par-halo.html,Un mix mythique entre saveur classic au caramel et vanille en sels de nicotine,https://assets.aromes-et-liquides.fr/54244-thickbox_default/e-liquide-tribeca-salts-par-halo.jpg
Le M Evolution Liquideo,https://www.aromes-et-liquides.fr/e-liquide-evolution/12552-le-m-evolution.html,Un classic traditionnel au format prêt-à-vaper !,https://assets.aromes-et-liquides.fr/54450-thickbox_default/le-m-evolution.jpg
Classic Wanted Brave VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/3979-e-liquide-brave-classic-wanted-par-vdlv-.html,Un classic accompagné de biscuit et de café,https://assets.aromes-et-liquides.fr/54981-thickbox_default/e-liquide-brave-classic-wanted-par-vdlv-.jpg
Ryan D50 D'LICE,https://www.aromes-et-liquides.fr/e-liquide-d-lice/5327-e-liquide-ryan-10ml-par-d-lice.html,Un classic façon RY4 à la saveur de vanille et caramel !,https://assets.aromes-et-liquides.fr/54543-thickbox_default/e-liquide-ryan-10ml-par-d-lice.jpg
Classic FR Sel de Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/13362-classic-fr-sel-de-nicotine.html,Un e-liquide classic en sel de nicotine,https://assets.aromes-et-liquides.fr/54233-thickbox_default/classic-fr-sel-de-nicotine.jpg
Grand Canyon Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/10476-e-liquide-grand-canyon-par-petit-nuage.html,"Un mélange de classics blonds et bruns, par Roykin",https://assets.aromes-et-liquides.fr/54435-thickbox_default/e-liquide-grand-canyon-par-petit-nuage.jpg
USA Strong Salt E-Vapor Le...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/6148-e-liquide-usa-strong-salt-e-vapor-par-le-french-liquide.html,"Un classic blond américain, en sel de nicotine",https://assets.aromes-et-liquides.fr/54495-thickbox_default/e-liquide-usa-strong-salt-e-vapor-par-le-french-liquide.jpg
E-liquide Classic FR 50ml par VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/7511-e-liquide-classic-fr-50ml-par-vdlv.html,Un classic blond dans 50ml de e-liquide !,https://assets.aromes-et-liquides.fr/20642-thickbox_default/e-liquide-classic-fr-50ml-par-vdlv.jpg
Blond de Garonne Terroir et...,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/13520-blond-de-garonne.html,Un classic de Virginie créé à partir de macérat blond,https://assets.aromes-et-liquides.fr/54489-thickbox_default/blond-de-garonne.jpg
Virginie D'LICE,https://www.aromes-et-liquides.fr/e-liquide-d-lice/5332-e-liquide-virginie-10ml-par-d-lice.html,Un classic blond au goût de caramel dans une recette prête à vaper,https://assets.aromes-et-liquides.fr/54540-thickbox_default/e-liquide-virginie-10ml-par-d-lice.jpg
E-liquide Suprême 50ml par Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/5740-e-liquide-supreme-50ml-par-eliquid-france.html,"Une recette mélangeant vanille, noix de coco et classic blond",https://assets.aromes-et-liquides.fr/15496-thickbox_default/e-liquide-supreme-50ml-par-eliquid-france.jpg
E-liquide Classic RY4 50ml par VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/7508-e-liquide-classic-ry4-50ml-par-vdlv.html,Un classic blond accompagné de caramel,https://assets.aromes-et-liquides.fr/20639-thickbox_default/e-liquide-classic-ry4-50ml-par-vdlv.jpg
Black Flag Risen Enrichi...,https://www.aromes-et-liquides.fr/e-liquide-five-pawns/3474-e-liquide-black-flag-risen-enrichi-par-five-pawns.html,"Cappuccino, noix, moka, et classic directement dans votre clearo !",https://assets.aromes-et-liquides.fr/54418-thickbox_default/e-liquide-black-flag-risen-enrichi-par-five-pawns.jpg
Le Major Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/13875-le-major.html,"Un classic blond, des céréales, quelques cookies et un brin de vanille",https://assets.aromes-et-liquides.fr/54942-thickbox_default/le-major.jpg
Classic Original Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/12916-classic-original.html,Un classic original dans un e-liquide prêt à l'emploi,https://assets.aromes-et-liquides.fr/54995-thickbox_default/classic-original.jpg
Blue Velvet Cloud Vapor,https://www.aromes-et-liquides.fr/e-liquide-cloud-vapor/3593-e-liquide-blue-velvet-par-cloud-vapor.html,"Un classic accompagné de noisette, caramel, et vanille",https://assets.aromes-et-liquides.fr/54361-thickbox_default/e-liquide-blue-velvet-par-cloud-vapor.jpg
Nominoe 814,https://www.aromes-et-liquides.fr/e-liquide-814/16549-nominoe.html,Une saveur de classic agrémentée de caramel et de gaufrettes !,https://assets.aromes-et-liquides.fr/54088-thickbox_default/nominoe.jpg
E-liquide Amsterdam 50ml par Le Coq Qui Vape,https://www.aromes-et-liquides.fr/e-liquide-le-coq-qui-vape/9975-e-liquide-amsterdam-50ml-par-le-coq-qui-vape.html,Un classic façon Amsterdam de fabrication 100% française !,https://assets.aromes-et-liquides.fr/28737-thickbox_default/e-liquide-amsterdam-50ml-par-le-coq-qui-vape.jpg
Globe Trotteur Sel de...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/17263-globe-trotteur-sel-de-nicotine.html,Un classic blond dans un e-liquide au sel de nicotine,https://assets.aromes-et-liquides.fr/54251-thickbox_default/globe-trotteur-sel-de-nicotine.jpg
Classic Cerise Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/12919-classic-cerise.html,Un classic accompagné d'un goût de cerise,https://assets.aromes-et-liquides.fr/54997-thickbox_default/classic-cerise.jpg
E-liquide Cirkus Classic Blend 50ml par VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/11289-e-liquide-cirkus-classic-blend-50ml.html,Un classic américain dans un format à booster,https://assets.aromes-et-liquides.fr/32718-thickbox_default/e-liquide-cirkus-classic-blend-50ml.jpg
Le Bon Copain Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/15071-le-bon-copain.html,"Une e-liquide classic en 10ml, taux de nicotine au choix",https://assets.aromes-et-liquides.fr/54421-thickbox_default/le-bon-copain.jpg
Classique 1975 VDLV,https://www.aromes-et-liquides.fr/e-liquide-vdlv/3752-e-liquide-classic-1975-par-vdlv.html,Un e-liquide 10ml classic avec une saveur de miel,https://assets.aromes-et-liquides.fr/54979-thickbox_default/e-liquide-classic-1975-par-vdlv.jpg
Le Player Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/13876-le-player.html,"Un prêt à vaper saveur classic blond, noix de macadamia, sucre brun et rhum vanillé",https://assets.aromes-et-liquides.fr/54943-thickbox_default/le-player.jpg
Vanillé Blend 100ml Retro...,https://www.aromes-et-liquides.fr/e-liquide-juice-66/17198-vanille-blend-100ml-retro.html,"Un classic blond accompagné de biscuit, vanille et caramel",https://assets.aromes-et-liquides.fr/51485-thickbox_default/vanille-blend-100ml-retro.jpg
Dans le Port Terroir et Vapeur,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/13521-dans-le-port.html,Un véritable macérat blond 100% français,https://assets.aromes-et-liquides.fr/54490-thickbox_default/dans-le-port.jpg
Le Major 50 ml Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/13880-le-major-50-ml.html,"Classic blond, vanille, céréales et cookies",https://assets.aromes-et-liquides.fr/41028-thickbox_default/le-major-50-ml.jpg
E-liquide Reserve Classic Wanted 50ml par VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/7535-e-liquide-reserve-classic-wanted-50ml-par-vdlv.html,"Classic blond, rhum, vanille et banane",https://assets.aromes-et-liquides.fr/20666-thickbox_default/e-liquide-reserve-classic-wanted-50ml-par-vdlv.jpg
E-liquide Jungle Trouble 40ml par Furiosa,https://www.aromes-et-liquides.fr/e-liquide-furiosa/10017-e-liquide-jungle-trouble-40ml-par-furiosa.html,Un classic accompagné de banane flambée et de pralines !,https://assets.aromes-et-liquides.fr/28839-thickbox_default/e-liquide-jungle-trouble-40ml-par-furiosa.jpg
Charlemagne 814,https://www.aromes-et-liquides.fr/e-liquide-814/16545-charlemagne.html,Une saveur complexe de classic aux goûts de liqueur de café et biscuit,https://assets.aromes-et-liquides.fr/54094-thickbox_default/charlemagne.jpg
Le Basque Terroir et Vapeur,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/13523-le-basque.html,Un macérat brun dans un e-liquide classic prêt à l'emploi,https://assets.aromes-et-liquides.fr/54491-thickbox_default/le-basque.jpg
Classic FR-M Sel de...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/17728-classic-fr-m-sel-de-nicotine.html,La mythique recette de classic fruité au sel de nicotine,https://assets.aromes-et-liquides.fr/54102-thickbox_default/classic-fr-m-sel-de-nicotine.jpg
Le Bon 50 ml Prestige Classic,https://www.aromes-et-liquides.fr/e-liquide-prestige-fruits/13635-le-bon-50-ml-prestige-classic.html,Un classic blond accompagné de caramel et de vanille,https://assets.aromes-et-liquides.fr/40320-thickbox_default/le-bon-50-ml-prestige-classic.jpg
Red Leaf 50 ml Cloud Vapor,https://www.aromes-et-liquides.fr/e-liquide-cloud-vapor/13277-red-leaf-50-ml.html,Un classique signé Cloud Vapor,https://assets.aromes-et-liquides.fr/38822-thickbox_default/red-leaf-50-ml.jpg
Blue Velvet 50 ml Cloud Vapor,https://www.aromes-et-liquides.fr/e-liquide-cloud-vapor/13276-blue-velvet-50-ml.html,"50ml d'une saveur classic accompagnée de vanille, caramel et noisette",https://assets.aromes-et-liquides.fr/38821-thickbox_default/blue-velvet-50-ml.jpg
Classic Eastblend 50ml...,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/14081-classic-eastblend-50-ml.html,"Un classic caramel vanille, signé Eliquid France",https://assets.aromes-et-liquides.fr/41566-thickbox_default/classic-eastblend-50-ml.jpg
Globe Trotteur 60ml Petit...,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/16770-globe-trotteur-60ml.html,Votre saveur de classic blond revisitée pour Petit Nuage !,https://assets.aromes-et-liquides.fr/49765-thickbox_default/globe-trotteur-60ml.jpg
E-liquide Gourmet Classic Wanted 50ml par VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/7532-e-liquide-gourmet-classic-wanted-50ml-par-vdlv.html,"Un mélange de classic blond, biscuit et vanille",https://assets.aromes-et-liquides.fr/20663-thickbox_default/e-liquide-gourmet-classic-wanted-50ml-par-vdlv.jpg
E-liquide Sweet Classic Wanted par VDLV,https://www.aromes-et-liquides.fr/e-liquide-classic-wanted-par-vdlv/7529-e-liquide-sweet-classic-wanted-50ml-par-vdlv.html,"Classic blond, céréales et caramel",https://assets.aromes-et-liquides.fr/20660-thickbox_default/e-liquide-sweet-classic-wanted-50ml-par-vdlv.jpg
Tennessee Blend 60ml PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/14779-tennessee-blend-50ml.html,"Un mix de classic en tout genre, format 50ml, avec booster inclus !",https://assets.aromes-et-liquides.fr/54078-thickbox_default/tennessee-blend-50ml.jpg
Love Blond Ben Northon,https://www.aromes-et-liquides.fr/e-liquide-ben-northon/8669-e-liquide-love-blond-par-ben-northon.html,Un e-liquide 10ml prêt à vaper à la saveur de classic blond,https://assets.aromes-et-liquides.fr/53927-thickbox_default/e-liquide-love-blond-par-ben-northon.jpg
Gold Sucker 50ml...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/14683-gold-sucker-50ml-moonshiners.html,"Le légendaire Moonshiners en version classic, vanille et céréales !",https://assets.aromes-et-liquides.fr/54022-thickbox_default/gold-sucker-50ml-moonshiners.jpg
Le Player 50 ml Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-eliquid-france/13879-le-player-50-ml.html,"Classic blond, noix de macadamia, rhum vanille et sucre roux",https://assets.aromes-et-liquides.fr/41027-thickbox_default/le-player-50-ml.jpg
La Chose Blend Salt E-Vapor...,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/15158-la-chose-blend-salt-e-vapor.html,"Café, caramel et classic dans un e-liquide en sel de nicotine",https://assets.aromes-et-liquides.fr/54347-thickbox_default/la-chose-blend-salt-e-vapor.jpg
Tanzanien 50ml Natural Curieux,https://www.aromes-et-liquides.fr/e-liquide-curieux/15132-tanzanien-50ml-natural.html,Un classic blond sur une base 100% végétale,https://assets.aromes-et-liquides.fr/44904-thickbox_default/tanzanien-50ml-natural.jpg
The Rebel Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/5305-e-liquide-the-rebel-10ml-par-roykin.html,Une alliance de classics blonds et bruns,https://assets.aromes-et-liquides.fr/54429-thickbox_default/e-liquide-the-rebel-10ml-par-roykin.jpg
Classic RY4 Sel de Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/17138-classic-ry4-sel-de-nicotine.html,"La recette mythique du classic au caramel, ici en sel de nicotine !",https://assets.aromes-et-liquides.fr/54239-thickbox_default/classic-ry4-sel-de-nicotine.jpg
Charlemagne 50ml 814,https://www.aromes-et-liquides.fr/e-liquide-814/16542-charlemagne-50ml.html,"Classic, café, biscuit et sucre roux dans un e-liquide signé 814 !",https://assets.aromes-et-liquides.fr/49153-thickbox_default/charlemagne-50ml.jpg
Le Truand 50 ml Prestige Classic,https://www.aromes-et-liquides.fr/e-liquide-prestige-fruits/13637-le-truand-50-ml-prestige-classic.html,Un classic accompagné de fruits à coque et de notes florales,https://assets.aromes-et-liquides.fr/40322-thickbox_default/le-truand-50-ml-prestige-classic.jpg
USA Classic Le French Liquide,https://www.aromes-et-liquides.fr/e-liquide-le-french-liquide/17520-usa-classic.html,Un classic blond d'exception dans 10ml de e-liquide prêt à vaper,https://assets.aromes-et-liquides.fr/55064-thickbox_default/usa-classic.jpg
Star Light Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/5306-e-liquide-star-light-10ml-par-roykin.html,Un e-liquide classic blond accompagné de vanille,https://assets.aromes-et-liquides.fr/54428-thickbox_default/e-liquide-star-light-10ml-par-roykin.jpg
Le M Roykin,https://www.aromes-et-liquides.fr/e-liquide-roykin/17246-le-m-roykin.html,Un classic blond dans un e-liquide prêt à l'emploi,https://assets.aromes-et-liquides.fr/54422-thickbox_default/le-m-roykin.jpg
Classic Dulce 50ml Dictator,https://www.aromes-et-liquides.fr/e-liquide-dictator/16172-classic-dulce-50ml.html,"Votre e-liquide vanille, caramel et whisky avec du classic !",https://assets.aromes-et-liquides.fr/47889-thickbox_default/classic-dulce-50ml.jpg
Corsé Pur Distillat Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18361-corse-pur-distillat.html,"Un classic brun obtenu par distillation, en 10ml prêt à l'emploi",https://assets.aromes-et-liquides.fr/55761-thickbox_default/corse-pur-distillat.jpg
Blond Pur Distillat Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18358-blond-pur-distillat.html,"Une saveur de classic blond obtenue par distillation, prêt à l'emploi",https://assets.aromes-et-liquides.fr/55757-thickbox_default/blond-pur-distillat.jpg
Sweet Sel de Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/17139-sweet-sel-de-nicotine.html,Un classic au goût de céréales et de caramel,https://assets.aromes-et-liquides.fr/54240-thickbox_default/sweet-sel-de-nicotine.jpg
Feuilles Rouges 60 ml Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/13416-feuilles-rouges-60-ml.html,Une saveur de classic mêlée à un goût de fruits rouges,https://assets.aromes-et-liquides.fr/39363-thickbox_default/feuilles-rouges-60-ml.jpg
Blond Mentholé Pur...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18362-blond-menthole-pur-distillat.html,Votre e-liquide prêt-à-vaper goût classic blond et menthe,https://assets.aromes-et-liquides.fr/55763-thickbox_default/blond-menthole-pur-distillat.jpg
Gold Digger Ben Northon,https://www.aromes-et-liquides.fr/e-liquide-ben-northon/8663-e-liquide-gold-digger-par-ben-northon.html,Un classic ambré dans une recette prête à vaper au format 10ml !,https://assets.aromes-et-liquides.fr/53929-thickbox_default/e-liquide-gold-digger-par-ben-northon.jpg
Blond Sec Pur Distillat...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/18360-blond-sec-pur-distillat.html,Classic blond et fruits à coques dans 10ml prêts à vaper,https://assets.aromes-et-liquides.fr/55760-thickbox_default/blond-sec-pur-distillat.jpg
Belle Brune Terroir et Vapeur,https://www.aromes-et-liquides.fr/e-liquide-terroir-et-vapeur/17199-belle-brune.html,Un classic brun prêt à l'emploi et déjà nicotiné,https://assets.aromes-et-liquides.fr/54492-thickbox_default/belle-brune.jpg
Tribeca 50ml Halo,https://www.aromes-et-liquides.fr/e-liquide-halo/17774-tribeca-50ml.html,Le RY4 de chez Halo maintenant en format 50ml à booster,https://assets.aromes-et-liquides.fr/53257-thickbox_default/tribeca-50ml.jpg
