nom_produit,lien_produit,Description,img_produit
Blue Slush 100ml Slush Chuffed,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14068-blue-slush-100ml-slush.html,Un granité frais à la framboise bleue,https://assets.aromes-et-liquides.fr/41531-thickbox_default/blue-slush-100ml-slush.jpg
Red Astaire 50 ml,https://www.aromes-et-liquides.fr/e-liquide-t-juice/11238-e-liquide-red-astaire-50ml.html,Un e-liquide mondialement reconnu en grand format 50ml !,https://assets.aromes-et-liquides.fr/40983-thickbox_default/e-liquide-red-astaire-50ml.jpg
Valkyrie 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13003-ultimate-valkyrie-al-50-ml.html,Un mélange de fruits rouges et de saveur fraîche dans 50ml !,https://assets.aromes-et-liquides.fr/47777-thickbox_default/ultimate-valkyrie-al-50-ml.jpg
Pitaya Fraise Pastèque...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/16209-pitaya-fraise-pasteque-200ml.html,"Fruit du dragon, pastèque et fraise, dans un mix frais façon bonbon",https://assets.aromes-et-liquides.fr/47882-thickbox_default/pitaya-fraise-pasteque-200ml.jpg
Cola Pomme Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/3887-e-liquide-fruizee-pomme-cola-par-eliquid-france.html,Un mix de saveur de cola et de pomme avec un goût frais !,https://assets.aromes-et-liquides.fr/54553-thickbox_default/e-liquide-fruizee-pomme-cola-par-eliquid-france.jpg
Dragon Freeze Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-freeze/12625-dragon-freeze-liquideo-50-ml.html,Une saveur de fruits du dragon en e liquide 50ml !,https://assets.aromes-et-liquides.fr/36981-thickbox_default/dragon-freeze-liquideo-50-ml.jpg
Mistyk Juice Heroes Liquideo 50 ml,https://www.aromes-et-liquides.fr/e-liquide-liquideo/12627-mistyk-juice-heroes-50-ml.html,Un mix frais de fruits du dragon par Liquideo,https://assets.aromes-et-liquides.fr/36986-thickbox_default/mistyk-juice-heroes-50-ml.jpg
Yellow Stone 200ml Hello...,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/13380-yellow-stone-200-ml.html,"Limonade, citron vert et pointe de cactus",https://assets.aromes-et-liquides.fr/45722-thickbox_default/yellow-stone-200-ml.jpg
Kami 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/16218-kami-50ml.html,Des saveurs de fraise et de pitaya avec un goût frais en e-liquide 50ml,https://assets.aromes-et-liquides.fr/47771-thickbox_default/kami-50ml.jpg
Menthe Fraiche D'LICE,https://www.aromes-et-liquides.fr/e-liquide-d-lice/5324-e-liquide-menthe-fraiche-10ml-par-d-lice.html,Un e-liquide à la saveur fraîche de menthe verte !,https://assets.aromes-et-liquides.fr/54544-thickbox_default/e-liquide-menthe-fraiche-10ml-par-d-lice.jpg
Dragon Oil Dark Story...,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/1415-e-liquide-dragon-oil-alfaliquid-10ml.html,"Une saveur fruitée de fraise, citron vert, anis et eucalyptus",https://assets.aromes-et-liquides.fr/55051-thickbox_default/e-liquide-dragon-oil-alfaliquid-10ml.jpg
Pomme Candy 50ml Sweety Fruits,https://www.aromes-et-liquides.fr/e-liquide-sweety-fruits/15194-pomme-candy-50ml-sweety-fruits.html,Un goût frais de bonbon à la pomme verte dans un à booster 50ml,https://assets.aromes-et-liquides.fr/55916-thickbox_default/pomme-candy-50ml-sweety-fruits.jpg
Menthocalyptus Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/1426-e-liquide-menthocalyptus-alfaliquid-10ml.html,Un duo menthe eucalyptus pour une saveur mentholée et fraîche,https://assets.aromes-et-liquides.fr/55021-thickbox_default/e-liquide-menthocalyptus-alfaliquid-10ml.jpg
Cola Cherry Candy 50ml...,https://www.aromes-et-liquides.fr/e-liquide-sweety-fruits/15195-cola-cherry-candy-50ml-sweety-fruits.html,Un bonbon au goût de cola et à la cerise dans un 50ml à booster !,https://assets.aromes-et-liquides.fr/45016-thickbox_default/cola-cherry-candy-50ml-sweety-fruits.jpg
Citron Cassis Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/3888-e-liquide-fruizee-citron-cassis-par-eliquid-france.html,Un mélange de saveurs citron et de cassis avec un goût de frais !,https://assets.aromes-et-liquides.fr/54551-thickbox_default/e-liquide-fruizee-citron-cassis-par-eliquid-france.jpg
Cassis Cerise 200ml Biggy Bear,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/16646-cassis-cerise-200ml.html,Une saveur de cerise accompagnée de notes de cassis,https://assets.aromes-et-liquides.fr/49419-thickbox_default/cassis-cerise-200ml.jpg
Menthe Polaire Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/3291-e-liquide-cirkus-menthe-polaire-par-vdlv.html,Un e-liquide frais et mentholé en 10ml prêt-à-vaper !,https://assets.aromes-et-liquides.fr/54969-thickbox_default/e-liquide-cirkus-menthe-polaire-par-vdlv.jpg
Melon Fruit du Dragon 200ml...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/16208-melon-fruit-du-dragon-200ml.html,Un bonbon saveur melon et pitaya,https://assets.aromes-et-liquides.fr/50474-thickbox_default/melon-fruit-du-dragon-200ml.jpg
Menthe Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/1493-e-liquide-menthe-alfaliquid-10ml.html,Toutes les saveurs d'une menthe verte prête à vaper !,https://assets.aromes-et-liquides.fr/55029-thickbox_default/e-liquide-menthe-alfaliquid-10ml.jpg
Red Devil AVAP,https://www.aromes-et-liquides.fr/e-liquide-devil/7195-e-liquide-red-devil-par-avap.html,"Un mélange frais de fruits rouges, de réglisse et d'absinthe !",https://assets.aromes-et-liquides.fr/54356-thickbox_default/e-liquide-red-devil-par-avap.jpg
Bloody Summer Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/4857-e-liquide-fruizee-bloody-summer-par-eliquid-france.html,"Un mix frais saveur de fruits rouges, de raisins blancs et de cassis",https://assets.aromes-et-liquides.fr/54550-thickbox_default/e-liquide-fruizee-bloody-summer-par-eliquid-france.jpg
High Score 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/13256-high-score-200ml.html,"Fraise, ananas et raisin, fraîcheur",https://assets.aromes-et-liquides.fr/45720-thickbox_default/high-score-200ml.jpg
Phoenix 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13002-ultimate-phoenix-al-50-ml.html,Un mix frais aux saveurs d'ananas et de citron en 50ml,https://assets.aromes-et-liquides.fr/47776-thickbox_default/ultimate-phoenix-al-50-ml.jpg
Zingberry Heisenberry 100ml...,https://www.aromes-et-liquides.fr/e-liquide-kingston/15111-zingberry-heisenberry-100ml.html,"Fruits des bois, menthe, anis et fraîcheur dans un e-liquide à booster",https://assets.aromes-et-liquides.fr/56029-thickbox_default/zingberry-heisenberry-100ml.jpg
Subzero Halo,https://www.aromes-et-liquides.fr/e-liquide-halo/5200-e-liquide-subzero-10ml-par-halo.html,Une saveur mentholée et fraîche dans un e-liquide prêt à l'emploi !,https://assets.aromes-et-liquides.fr/54558-thickbox_default/e-liquide-subzero-10ml-par-halo.jpg
Licorne Sel De Nicotine...,https://www.aromes-et-liquides.fr/e-liquide-curieux/14532-licorne-sel-de-nicotine.html,"Le mix fraise, pitaya frais de Curieux, en sel de nicotine !",https://assets.aromes-et-liquides.fr/54098-thickbox_default/licorne-sel-de-nicotine.jpg
Shinigami 50ml Ultimate A&L,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13225-shinigami-al-50ml.html,Un goût bonbon à la pomme verte avec une saveur fraîche en 50ml,https://assets.aromes-et-liquides.fr/47772-thickbox_default/shinigami-al-50ml.jpg
Païpaï Saiyen Vapors,https://www.aromes-et-liquides.fr/e-liquide-saiyen-vapors/3879-e-liquide-paipai-par-sayen-vapors.html,"Un mix frais de baies rouges, de fruits exotiques et de menthol",https://assets.aromes-et-liquides.fr/54466-thickbox_default/e-liquide-paipai-par-sayen-vapors.jpg
La Menthe Givrée 200ml Jin...,https://www.aromes-et-liquides.fr/e-liquide-jin-juice/15125-la-menthe-givree-200ml.html,Une fraîcheur de menthe dans 200ml à booster,https://assets.aromes-et-liquides.fr/44897-thickbox_default/la-menthe-givree-200ml.jpg
Fire Moon Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/10152-e-liquide-fire-moon-fruizee-par-eliquid-france.html,Une saveur de fraise et de framboise avec un goût frais !,https://assets.aromes-et-liquides.fr/54949-thickbox_default/e-liquide-fire-moon-fruizee-par-eliquid-france.jpg
Granité de Melon PULP,https://www.aromes-et-liquides.fr/e-liquide-pulp/3281-e-liquide-granite-de-melon-pulp-10ml.html,Un granité de melon à vapoter !,https://assets.aromes-et-liquides.fr/54915-thickbox_default/e-liquide-granite-de-melon-pulp-10ml.jpg
Guanabana Solana,https://www.aromes-et-liquides.fr/e-liquide-solana/3664-e-liquide-guanabana-par-solana.html,Un e liquide au goût fruité et frais de corossol,https://assets.aromes-et-liquides.fr/54574-thickbox_default/e-liquide-guanabana-par-solana.jpg
Menthe Glaciale VDLV,https://www.aromes-et-liquides.fr/e-liquide-vdlv/5536-e-liquide-menthe-glaciale-par-vdlv.html,Un e-liquide à la menthe au goût frais !,https://assets.aromes-et-liquides.fr/54984-thickbox_default/e-liquide-menthe-glaciale-par-vdlv.jpg
Crazy Mango Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/4856-e-liquide-fruizee-crazy-mango-par-eliquide-france.html,Une saveur de mangue avec un goût frais dans un prêt à vaper !,https://assets.aromes-et-liquides.fr/54948-thickbox_default/e-liquide-fruizee-crazy-mango-par-eliquide-france.jpg
Kola 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/15098-kola-100ml.html,Un soda frais au cola dans 100ml à booster,https://assets.aromes-et-liquides.fr/44843-thickbox_default/kola-100ml.jpg
Strawberry Pomegranate...,https://www.aromes-et-liquides.fr/e-liquide-chuffed/14935-strawberry-pomegranate-100ml-fruits.html,Fraise et grenade en duo dans un e-liquide à booster !,https://assets.aromes-et-liquides.fr/44422-thickbox_default/strawberry-pomegranate-100ml-fruits.jpg
Cassis Frais Cirkus VDLV,https://www.aromes-et-liquides.fr/e-liquide-cirkus-vdlv/4806-e-liquide-cirkus-cassis-frais-par-vdlv.html,"Un e-liquide au goût de cassis, avec une note de menthe",https://assets.aromes-et-liquides.fr/55001-thickbox_default/e-liquide-cirkus-cassis-frais-par-vdlv.jpg
Level Up 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/15385-level-up-200ml.html,"Un e-liquide fraise, melon et mangoustan frais",https://assets.aromes-et-liquides.fr/45525-thickbox_default/level-up-200ml.jpg
Ultimate Spartacus A&L 50ml,https://www.aromes-et-liquides.fr/e-liquide-ultimate/13705-spartacus-al-50ml.html,Le e-liquide à booster goût frais à la nectarine et au citron,https://assets.aromes-et-liquides.fr/40501-thickbox_default/spartacus-al-50ml.jpg
Cherry Cola 100ml Cola...,https://www.aromes-et-liquides.fr/e-liquide-kingston/15105-cherry-cola-100ml-cola.html,Votre e-liquide cola cerise revisité par Kingston,https://assets.aromes-et-liquides.fr/44880-thickbox_default/cherry-cola-100ml-cola.jpg
Fruits Rouges Givré 200ml...,https://www.aromes-et-liquides.fr/e-liquide-biggy-bear/17324-fruits-rouges-givre-200ml.html,Des baies rouges fraîches dans 200ml de e-liquide,https://assets.aromes-et-liquides.fr/51961-thickbox_default/fruits-rouges-givre-200ml.jpg
E-liquide Fruizee Bloody Summer 50ml par Eliquid France,https://www.aromes-et-liquides.fr/e-liquide-fruizee/5761-e-liquide-fruizee-bloody-summer-50ml-par-eliquid-france.html,"Un e-liquide frais à base de raisin, cassis et fruits rouges",https://assets.aromes-et-liquides.fr/15514-thickbox_default/e-liquide-fruizee-bloody-summer-50ml-par-eliquid-france.jpg
Cherry Frost Frost &...,https://www.aromes-et-liquides.fr/e-liquide-pulp/4838-e-liquide-cherry-frost-par-pulp.html,Un mix de cerises et baies noires fraîches dans un prêt à vaper,https://assets.aromes-et-liquides.fr/54918-thickbox_default/e-liquide-cherry-frost-par-pulp.jpg
Perfect 200ml Hello Cloudy,https://www.aromes-et-liquides.fr/e-liquide-hello-cloudy/15386-perfect-200ml.html,Un duo de melon et de framboise bleue dans une recette fraîche,https://assets.aromes-et-liquides.fr/51958-thickbox_default/perfect-200ml.jpg
Mars 200ml Space Fruit,https://www.aromes-et-liquides.fr/e-liquide-space-fruit/16352-mars-200ml.html,Un mix de baies sauvages et grenadine dans un format à booster,https://assets.aromes-et-liquides.fr/48625-thickbox_default/mars-200ml.jpg
FR-Mint Alfaliquid,https://www.aromes-et-liquides.fr/e-liquide-alfaliquid/3322-e-liquide-fr-mint-alfaliquid-10ml.html,Une saveur de classic blond accompagné par de la menthe verte,https://assets.aromes-et-liquides.fr/55034-thickbox_default/e-liquide-fr-mint-alfaliquid-10ml.jpg
Cassis Mangue Fruizee,https://www.aromes-et-liquides.fr/e-liquide-fruizee/3886-e-liquide-fruizee-cassis-mangue-par-eliquid-france.html,Une saveur de cassis et de mangue avec un goût de frais en 10ml !,https://assets.aromes-et-liquides.fr/54946-thickbox_default/e-liquide-fruizee-cassis-mangue-par-eliquid-france.jpg
Grenade Pilée Petit Nuage,https://www.aromes-et-liquides.fr/e-liquide-petit-nuage/10470-e-liquide-grenade-pilee-par-petit-nuage.html,Une grenadine accompagnée de glace pilée !,https://assets.aromes-et-liquides.fr/54436-thickbox_default/e-liquide-grenade-pilee-par-petit-nuage.jpg
Licorne Végétol Curieux 50 ml,https://www.aromes-et-liquides.fr/e-liquide-curieux/12887-licorne-vegetol.html,Un mix frais de pitaya et de fraise dans sa version au végétol,https://assets.aromes-et-liquides.fr/37735-thickbox_default/licorne-vegetol.jpg
Hannibal 100ml Versus Juices,https://www.aromes-et-liquides.fr/e-liquide-versus-juices/16318-hannibal-100ml-versus-juice.html,Une saveur de fruits rouges avec un goût frais en e-liquide 100ml !,https://assets.aromes-et-liquides.fr/48527-thickbox_default/hannibal-100ml-versus-juice.jpg
Secret Mango 50ml A&L...,https://www.aromes-et-liquides.fr/e-liquide-al-hidden-potion/14345-secret-mango-50ml.html,Un mix frais de fruits tropicaux dans 50ml de e-liquide !,https://assets.aromes-et-liquides.fr/42536-thickbox_default/secret-mango-50ml.jpg
Bloody Summer E-Salt...,https://www.aromes-et-liquides.fr/e-liquide-fruizee/9483-e-liquide-bloody-summer-salt-par-eliquid-france.html,"Le plus célèbre e-liquide fruits rouges, raisin et goût frais en version sel de nicotine",https://assets.aromes-et-liquides.fr/54274-thickbox_default/e-liquide-bloody-summer-salt-par-eliquid-france.jpg
Bowden's Mate Five Pawns,https://www.aromes-et-liquides.fr/e-liquide-five-pawns/3470-e-liquide-bowden-s-mate-par-five-pawns.html,"Menthe fraîche, chocolat et vanille pour un mix prêt-à-vaper !",https://assets.aromes-et-liquides.fr/54414-thickbox_default/e-liquide-bowden-s-mate-par-five-pawns.jpg
Ragnarok Primal 50ml...,https://www.aromes-et-liquides.fr/e-liquide-ultimate/16916-ragnarok-primal-50ml.html,Un mélange frais au goût de fruits rouges et de mangue par A&L,https://assets.aromes-et-liquides.fr/50238-thickbox_default/ragnarok-primal-50ml.jpg
Freezy Cola 50ml Les...,https://www.aromes-et-liquides.fr/e-liquide-al-creations/15162-freezy-cola-50ml.html,Le Mister Freezy Cola en e-liquide et en format 60ml à booster !,https://assets.aromes-et-liquides.fr/45027-thickbox_default/freezy-cola-50ml.jpg
Wildberries 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/15102-wildberries-100ml.html,"Une sélection de fruits des bois, en e liquide 100ml à booster",https://assets.aromes-et-liquides.fr/44847-thickbox_default/wildberries-100ml.jpg
Kenshi 100ml Chibi A&L,https://www.aromes-et-liquides.fr/e-liquide-al-chibi/17627-kenshi-100ml.html,Une recette fraîche de fruits rouges et de raisins noirs !,https://assets.aromes-et-liquides.fr/52839-thickbox_default/kenshi-100ml.jpg
Strawberry 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/15101-strawberry-100ml.html,Un jus de fraises en e-liquide XXL de 120ml,https://assets.aromes-et-liquides.fr/44846-thickbox_default/strawberry-100ml.jpg
Grape 100ml Fizzy Juice,https://www.aromes-et-liquides.fr/e-liquide-fizzy-juice/14247-grape-100ml-fizzy-juice.html,Raisin et menthol dans un liquide 100ml !,https://assets.aromes-et-liquides.fr/42158-thickbox_default/grape-100ml-fizzy-juice.jpg
